Group,Subject,Notes,Age,Sex,Hand,-90,-45,0,45,90,-90,-45,0,45,90,-90,-45,0,45,90,-90,-45,0,45,90,-90,-45,0,45,90,-90,-45,0,45,90,,No load,3 items,No load,3 items,No load,3 items,,-90,-45,0,45,90,-90,-45,0,45,90
,936,,,,,411.0,480.5,516.0,523.5,351.0,344.8,342.5,316.5,330.0,311.0,423.0,467.0,364.6,418.0,430.0,376.0,265.0,330.5,367.5,400.0,382.5,458.5,333.0,414.5,352.3,211.0,414.0,265.5,320.5,318.1,,411.0,344.8,364.6,330.5,352.3,318.1,,352.3,414.5,333.0,458.5,382.5,318.1,320.5,265.5,414.0,211.0
,937,,,,,348.9,382.0,372.0,456.5,384.5,359.0,352.5,336.5,458.0,279.0,485.0,442.0,372.7,374.0,421.0,363.0,356.0,334.7,443.0,419.0,366.0,549.0,385.0,396.0,380.2,276.0,454.0,430.0,393.0,351.6,,348.9,359.0,372.7,334.7,380.2,351.6,,380.2,396.0,385.0,549.0,366.0,351.6,393.0,430.0,454.0,276.0
,960,,,,,268.8,280.5,318.0,373.5,302.5,323.5,363.5,358.0,339.0,370.0,273.0,290.5,252.8,288.5,256.5,367.5,254.0,311.2,346.0,286.0,310.0,333.0,346.5,368.5,268.7,410.0,360.0,312.5,363.0,346.7,,268.8,323.5,252.8,311.2,268.7,346.7,,268.7,368.5,346.5,333.0,310.0,346.7,363.0,312.5,360.0,410.0
,961,,,,,464.6,455.5,488.0,473.5,481.0,474.8,480.5,502.5,491.0,463.0,466.0,508.5,473.7,514.5,479.0,477.0,450.5,455.1,444.5,446.5,426.0,488.0,466.5,468.0,456.1,453.0,480.0,456.5,483.0,456.6,,464.6,474.8,473.7,455.1,456.1,456.6,,456.1,468.0,466.5,488.0,426.0,456.6,483.0,456.5,480.0,453.0
,962,,,,,511.4,542.0,551.0,500.5,542.0,512.8,671.0,491.5,626.0,540.5,465.0,435.5,456.3,479.0,554.5,453.5,492.5,466.6,444.0,454.0,458.0,583.0,510.0,535.0,509.3,438.0,714.0,458.0,530.0,470.2,,511.4,512.8,456.3,466.6,509.3,470.2,,509.3,535.0,510.0,583.0,458.0,470.2,530.0,458.0,714.0,438.0
,963,,,,,385.4,366.5,402.5,406.5,358.0,518.0,493.0,509.0,510.0,505.0,422.5,406.0,392.9,393.5,365.0,495.5,508.0,491.9,550.0,484.0,508.5,487.5,501.0,464.0,495.5,491.0,534.0,499.0,483.0,476.3,,385.4,518.0,392.9,491.9,495.5,476.3,,495.5,464.0,501.0,487.5,508.5,476.3,483.0,499.0,534.0,491.0
,966,,,,,540.9,596.0,515.5,548.0,543.5,563.1,556.0,552.0,559.0,590.0,516.0,494.0,465.6,492.0,477.0,512.0,553.0,508.4,607.0,500.0,537.5,575.0,544.0,586.5,552.3,558.0,591.5,548.0,504.0,541.1,,540.9,563.1,465.6,508.4,552.3,541.1,,552.3,586.5,544.0,575.0,537.5,541.1,504.0,548.0,591.5,558.0
,971,,,,,301.8,300.5,240.0,403.0,341.0,373.4,345.0,382.0,415.0,436.0,421.0,360.0,336.6,392.0,385.5,470.0,370.0,377.8,451.0,417.0,422.5,414.0,375.0,307.5,332.7,345.5,425.0,335.5,370.5,381.9,,301.8,373.4,336.6,377.8,332.7,381.9,,332.7,307.5,375.0,414.0,422.5,381.9,370.5,335.5,425.0,345.5
,985,,,,,389.2,363.5,397.5,432.0,396.0,401.2,428.0,502.5,471.0,389.0,406.5,376.0,393.3,426.0,411.5,397.5,496.0,405.2,401.0,446.0,343.0,403.5,326.0,359.0,368.0,369.5,371.0,374.0,382.5,354.6,,389.2,401.2,393.3,405.2,368.0,354.6,,368.0,359.0,326.0,403.5,343.0,354.6,382.5,374.0,371.0,369.5
,989,,,,,393.6,410.0,423.0,431.0,428.0,444.3,477.5,513.0,503.5,439.5,439.0,442.0,419.1,470.0,465.0,459.0,614.0,399.8,420.0,366.0,509.0,527.5,386.0,482.5,407.9,614.0,496.0,523.5,498.5,433.5,,393.6,444.3,419.1,399.8,407.9,433.5,,407.9,482.5,386.0,527.5,509.0,433.5,498.5,523.5,496.0,614.0
,994,,,,,302.3,351.0,365.5,399.0,304.5,236.1,237.0,178.0,368.5,284.0,345.0,322.0,252.5,285.0,273.5,340.0,243.0,243.8,321.0,344.0,326.5,383.0,329.0,344.5,307.2,252.0,374.0,228.0,267.0,254.4,,302.3,236.1,252.5,243.8,307.2,254.4,,307.2,344.5,329.0,383.0,326.5,254.4,267.0,228.0,374.0,252.0
,998,,,,,303.9,323.0,289.0,331.0,309.0,390.2,476.0,488.0,389.0,382.0,405.5,317.0,300.4,358.0,292.5,341.0,289.0,325.4,345.0,303.0,364.0,408.0,297.5,438.5,319.2,386.0,476.0,262.5,482.5,340.2,,303.9,390.2,300.4,325.4,319.2,340.2,,319.2,438.5,297.5,408.0,364.0,340.2,482.5,262.5,476.0,386.0
,1006,,,,,554.4,689.0,640.5,627.0,641.5,494.3,560.5,604.0,545.0,482.0,647.5,596.0,519.8,600.5,587.5,543.0,505.0,487.7,555.0,629.0,578.5,652.0,523.0,651.0,519.4,485.0,506.0,468.0,509.5,467.6,,554.4,494.3,519.8,487.7,519.4,467.6,,519.4,651.0,523.0,652.0,578.5,467.6,509.5,468.0,506.0,485.0
,1007,,,,,338.1,399.0,298.5,499.0,393.5,426.3,317.5,448.5,424.0,451.0,469.0,345.0,379.7,389.0,446.0,429.0,380.0,394.2,451.0,424.5,385.5,413.0,369.0,414.0,384.3,470.0,456.5,417.0,499.0,413.8,,338.1,426.3,379.7,394.2,384.3,413.8,,384.3,414.0,369.0,413.0,385.5,413.8,499.0,417.0,456.5,470.0
,1010,,,,,327.1,325.0,334.5,428.5,334.5,397.0,347.5,479.0,415.0,411.5,429.5,434.5,344.9,343.5,370.5,521.5,499.0,451.7,511.5,437.0,379.5,382.5,352.0,377.5,349.7,374.0,379.0,355.0,380.0,357.5,,327.1,397.0,344.9,451.7,349.7,357.5,,349.7,377.5,352.0,382.5,379.5,357.5,380.0,355.0,379.0,374.0
,1012,,, ,,359.3,259.0,378.0,330.0,413.0,506.9,519.5,477.0,595.5,470.0,365.0,345.0,363.0,434.0,269.5,458.0,517.0,482.9,454.0,401.0,349.0,447.0,490.0,417.0,317.7,453.0,457.0,373.0,375.0,362.6,,359.3,506.9,363.0,482.9,317.7,362.6,,317.7,417.0,490.0,447.0,349.0,362.6,375.0,373.0,457.0,453.0
,1022,,,,,317.0,330.0,322.5,353.0,327.5,405.6,379.5,431.0,409.0,366.0,372.0,291.5,279.7,322.0,289.0,377.0,479.0,387.2,424.0,405.5,288.0,346.0,312.0,341.0,298.6,340.0,446.5,429.0,392.0,366.3,,317.0,405.6,279.7,387.2,298.6,366.3,,298.6,341.0,312.0,346.0,288.0,366.3,392.0,429.0,446.5,340.0
,1026,,,,,380.8,383.0,403.5,516.0,360.0,328.4,328.0,357.5,368.0,289.5,403.5,381.0,382.0,425.5,371.0,346.0,343.0,319.9,365.5,331.5,506.0,388.0,442.5,426.0,428.0,370.0,440.0,377.0,337.0,368.2,,380.8,328.4,382.0,319.9,428.0,368.2,,428.0,426.0,442.5,388.0,506.0,368.2,337.0,377.0,440.0,370.0
,1027,,,,,402.9,441.0,412.5,531.0,464.0,386.3,429.5,359.0,417.0,396.0,480.0,475.5,405.4,450.5,487.0,383.5,381.5,400.5,379.0,456.0,408.0,395.0,400.5,469.5,399.1,365.0,412.0,339.0,384.0,382.8,,402.9,386.3,405.4,400.5,399.1,382.8,,399.1,469.5,400.5,395.0,408.0,382.8,384.0,339.0,412.0,365.0
,1037,,,,,457.1,544.0,401.0,370.0,395.0,510.3,565.0,746.0,521.5,642.0,494.5,460.0,426.2,469.0,529.0,477.0,437.0,433.1,388.0,452.0,391.0,396.5,398.5,364.0,332.1,403.5,519.0,460.0,505.5,404.0,,457.1,510.3,426.2,433.1,332.1,404.0,,332.1,364.0,398.5,396.5,391.0,404.0,505.5,460.0,519.0,403.5
,1038,,,,,357.8,343.5,355.0,343.5,315.0,345.1,403.0,382.0,348.5,426.0,327.0,392.0,344.2,320.0,369.5,368.0,390.0,302.7,302.0,332.5,363.0,432.0,347.5,345.0,346.1,511.0,369.5,362.0,341.5,336.8,,357.8,345.1,344.2,302.7,346.1,336.8,,346.1,345.0,347.5,432.0,363.0,336.8,341.5,362.0,369.5,511.0
